component_failed,country,days_since_last_service,downtime_hours,equipment_id,equipment_type,event_date,event_id,event_type,failure_mode,maintenance_type,manufacturer,mine_type,model_year,oil_analysis_flag,operating_hours,production_loss_tonnes,repair_cost_usd,severity,table_name,temperature_flag,vibration_flag,was_scheduled
,,,5.3,,,,EQP-C978BDB1,,,,,,,0.0,,808.0,7730.28,,event_impacts,0.0,0.0,
,,,3.0,,,,EQP-C98483B5,,,,,,,0.0,,287.0,2630.94,,event_impacts,0.0,0.0,
,,,15.7,,,,EQP-C986DAB7,,,,,,,0.0,,1484.0,56114.81,,event_impacts,0.0,0.0,
,,,12.2,,,,EQP-C9952F2A,,,,,,,0.0,,124.0,29969.21,,event_impacts,0.0,0.0,
,,,5.4,,,,EQP-C9AA69D9,,,,,,,1.0,,621.0,25144.03,,event_impacts,0.0,0.0,
,,,19.1,,,,EQP-C9D71E19,,,,,,,0.0,,1009.0,38509.06,,event_impacts,0.0,0.0,
,,,5.6,,,,EQP-C9DC0D57,,,,,,,0.0,,1516.0,3708.73,,event_impacts,0.0,0.0,
,,,22.2,,,,EQP-C9EBAF9A,,,,,,,0.0,,1522.0,34600.74,,event_impacts,1.0,0.0,
,,,1.0,,,,EQP-CA098958,,,,,,,0.0,,254.0,1414.5,,event_impacts,0.0,0.0,
,,,9.4,,,,EQP-CA19A875,,,,,,,0.0,,127.0,11766.02,,event_impacts,0.0,0.0,
,,,2.7,,,,EQP-CA1AE77A,,,,,,,1.0,,98.0,4486.88,,event_impacts,1.0,1.0,
,,,10.1,,,,EQP-CA1CD2BF,,,,,,,1.0,,186.0,5289.15,,event_impacts,0.0,0.0,
,,,2.6,,,,EQP-CA222AAE,,,,,,,0.0,,368.0,2317.21,,event_impacts,1.0,0.0,
,,,8.7,,,,EQP-CA261C1C,,,,,,,1.0,,1035.0,13258.19,,event_impacts,0.0,0.0,
,,,1.9,,,,EQP-CA2BE578,,,,,,,0.0,,147.0,1215.24,,event_impacts,0.0,0.0,
,,,2.0,,,,EQP-CA4C5767,,,,,,,0.0,,157.0,7367.23,,event_impacts,0.0,0.0,
,,,33.4,,,,EQP-CA4F4464,,,,,,,0.0,,3887.0,65152.4,,event_impacts,0.0,0.0,
,,,6.7,,,,EQP-CA5AD970,,,,,,,0.0,,659.0,17023.52,,event_impacts,1.0,0.0,
,,,2.0,,,,EQP-CA5D0CC7,,,,,,,0.0,,297.0,4510.95,,event_impacts,0.0,0.0,
,,,9.0,,,,EQP-CA663761,,,,,,,0.0,,2097.0,7610.95,,event_impacts,0.0,0.0,
,,,6.0,,,,EQP-CA6F089E,,,,,,,0.0,,588.0,17553.75,,event_impacts,1.0,0.0,
,,,4.1,,,,EQP-CA7C707E,,,,,,,0.0,,202.0,6140.31,,event_impacts,0.0,1.0,
,,,1.3,,,,EQP-CA888707,,,,,,,0.0,,530.0,1002.62,,event_impacts,0.0,0.0,
,,,1.9,,,,EQP-CAA2E0B7,,,,,,,0.0,,69.0,3112.48,,event_impacts,0.0,0.0,
,,,6.8,,,,EQP-CAAA515B,,,,,,,0.0,,206.0,13229.79,,event_impacts,1.0,0.0,
,,,5.4,,,,EQP-CABD0F79,,,,,,,0.0,,527.0,15419.23,,event_impacts,0.0,1.0,
,,,21.5,,,,EQP-CAC46721,,,,,,,0.0,,1661.0,35787.47,,event_impacts,0.0,0.0,
,,,6.3,,,,EQP-CACE8524,,,,,,,0.0,,692.0,26959.87,,event_impacts,0.0,1.0,
,,,16.0,,,,EQP-CAF397A8,,,,,,,0.0,,3000.0,26728.11,,event_impacts,0.0,0.0,
,,,12.3,,,,EQP-CB05D3CC,,,,,,,1.0,,1258.0,74673.29,,event_impacts,0.0,0.0,
,,,7.9,,,,EQP-CB0A6D6F,,,,,,,0.0,,2566.0,13101.33,,event_impacts,0.0,0.0,
,,,12.0,,,,EQP-CB140A89,,,,,,,1.0,,1557.0,36911.41,,event_impacts,0.0,0.0,
,,,1.5,,,,EQP-CB1DBE84,,,,,,,0.0,,695.0,1323.49,,event_impacts,0.0,0.0,
,,,5.8,,,,EQP-CB4BFF80,,,,,,,1.0,,1693.0,4676.98,,event_impacts,0.0,0.0,
,,,56.6,,,,EQP-CB4CEC9B,,,,,,,0.0,,13707.0,91549.7,,event_impacts,0.0,0.0,
,,,3.1,,,,EQP-CB57AE9E,,,,,,,0.0,,1152.0,8292.73,,event_impacts,0.0,0.0,
,,,13.0,,,,EQP-CB57EC70,,,,,,,1.0,,1772.0,37104.76,,event_impacts,1.0,0.0,
,,,10.3,,,,EQP-CB594B78,,,,,,,1.0,,2190.0,5498.01,,event_impacts,1.0,0.0,
,,,4.5,,,,EQP-CB726178,,,,,,,0.0,,791.0,6054.47,,event_impacts,0.0,0.0,
,,,17.1,,,,EQP-CB926624,,,,,,,0.0,,2957.0,15784.37,,event_impacts,0.0,0.0,
,,,9.7,,,,EQP-CB954A62,,,,,,,0.0,,2346.0,12917.81,,event_impacts,0.0,1.0,
,,,1.2,,,,EQP-CBA12DBC,,,,,,,0.0,,518.0,2420.78,,event_impacts,0.0,0.0,
,,,2.2,,,,EQP-CBA1DE45,,,,,,,0.0,,151.0,3172.24,,event_impacts,0.0,0.0,
,,,3.6,,,,EQP-CBA8065E,,,,,,,1.0,,240.0,5613.86,,event_impacts,0.0,0.0,
,,,2.5,,,,EQP-CBAEB069,,,,,,,0.0,,123.0,4412.32,,event_impacts,0.0,1.0,
,,,5.0,,,,EQP-CBB228EF,,,,,,,0.0,,371.0,2104.59,,event_impacts,0.0,0.0,
,,,1.9,,,,EQP-CBB61DDA,,,,,,,0.0,,537.0,1726.24,,event_impacts,0.0,1.0,
,,,3.5,,,,EQP-CBBF01B9,,,,,,,0.0,,304.0,5929.67,,event_impacts,0.0,0.0,
,,,1.2,,,,EQP-CBBFC5B1,,,,,,,0.0,,572.0,1064.1,,event_impacts,0.0,0.0,
,,,24.0,,,,EQP-CBC4A0F2,,,,,,,0.0,,2224.0,26947.42,,event_impacts,0.0,0.0,
,,,7.2,,,,EQP-CBCF29E7,,,,,,,0.0,,1699.0,14328.53,,event_impacts,0.0,0.0,
,,,2.5,,,,EQP-CBD89033,,,,,,,0.0,,271.0,3534.54,,event_impacts,0.0,0.0,
,,,1.7,,,,EQP-CBD92839,,,,,,,0.0,,174.0,3935.67,,event_impacts,0.0,0.0,
,,,1.9,,,,EQP-CBDA0C40,,,,,,,0.0,,629.0,1765.48,,event_impacts,0.0,0.0,
,,,52.0,,,,EQP-CBDEF45A,,,,,,,0.0,,1458.0,131379.92,,event_impacts,0.0,0.0,
,,,9.4,,,,EQP-CBFB5783,,,,,,,0.0,,115.0,13714.29,,event_impacts,0.0,0.0,
,,,7.6,,,,EQP-CC1E1A1C,,,,,,,0.0,,1051.0,11823.78,,event_impacts,0.0,0.0,
,,,11.8,,,,EQP-CC232EA8,,,,,,,1.0,,224.0,4727.17,,event_impacts,0.0,0.0,
,,,42.7,,,,EQP-CC350A17,,,,,,,0.0,,3797.0,181635.81,,event_impacts,0.0,0.0,
,,,3.9,,,,EQP-CC47CDE1,,,,,,,0.0,,299.0,6217.18,,event_impacts,0.0,0.0,
,,,1.1,,,,EQP-CC6C349B,,,,,,,0.0,,480.0,785.95,,event_impacts,0.0,1.0,
,,,5.9,,,,EQP-CC7429CD,,,,,,,0.0,,737.0,8711.2,,event_impacts,0.0,0.0,
,,,20.6,,,,EQP-CC7AAEE2,,,,,,,0.0,,3060.0,36348.28,,event_impacts,0.0,0.0,
,,,1.6,,,,EQP-CC7E013E,,,,,,,1.0,,126.0,4745.24,,event_impacts,0.0,0.0,
,,,30.3,,,,EQP-CCA029D6,,,,,,,0.0,,4556.0,58749.55,,event_impacts,0.0,0.0,
,,,13.6,,,,EQP-CCB0A744,,,,,,,0.0,,1537.0,19686.74,,event_impacts,0.0,0.0,
,,,6.4,,,,EQP-CCB93AC3,,,,,,,0.0,,269.0,9942.79,,event_impacts,0.0,0.0,
,,,1.3,,,,EQP-CCD0446A,,,,,,,0.0,,425.0,1447.87,,event_impacts,0.0,1.0,
,,,4.1,,,,EQP-CCD77818,,,,,,,1.0,,289.0,4867.32,,event_impacts,1.0,0.0,
,,,7.5,,,,EQP-CCF0B349,,,,,,,0.0,,284.0,16390.39,,event_impacts,0.0,0.0,
,,,6.4,,,,EQP-CD1A0DBD,,,,,,,0.0,,1797.0,3382.39,,event_impacts,0.0,0.0,
,,,3.6,,,,EQP-CD2BB4F6,,,,,,,0.0,,110.0,6206.94,,event_impacts,0.0,0.0,
,,,12.0,,,,EQP-CD342F03,,,,,,,1.0,,561.0,29091.55,,event_impacts,0.0,0.0,
,,,3.4,,,,EQP-CD43296B,,,,,,,0.0,,257.0,5947.15,,event_impacts,1.0,0.0,
,,,2.5,,,,EQP-CD76C4A4,,,,,,,0.0,,112.0,3712.91,,event_impacts,0.0,0.0,
,,,8.6,,,,EQP-CD7927A7,,,,,,,1.0,,2487.0,14842.13,,event_impacts,0.0,0.0,
,,,16.0,,,,EQP-CD7A4585,,,,,,,0.0,,1351.0,67810.97,,event_impacts,0.0,1.0,
,,,4.3,,,,EQP-CD804A2E,,,,,,,0.0,,348.0,15560.3,,event_impacts,0.0,1.0,
,,,4.4,,,,EQP-CD8499ED,,,,,,,0.0,,719.0,9899.95,,event_impacts,0.0,0.0,
,,,13.5,,,,EQP-CD88881C,,,,,,,0.0,,643.0,31293.76,,event_impacts,0.0,0.0,
,,,45.8,,,,EQP-CD8DF539,,,,,,,0.0,,8560.0,96575.58,,event_impacts,0.0,1.0,
,,,62.8,,,,EQP-CDC08140,,,,,,,1.0,,18680.0,74307.26,,event_impacts,0.0,0.0,
,,,2.2,,,,EQP-CDC314EF,,,,,,,0.0,,66.0,3934.64,,event_impacts,0.0,0.0,
,,,6.0,,,,EQP-CDC60A56,,,,,,,0.0,,2562.0,7912.59,,event_impacts,0.0,1.0,
,,,1.6,,,,EQP-CDCAF8A8,,,,,,,0.0,,143.0,931.29,,event_impacts,0.0,0.0,
,,,24.4,,,,EQP-CDCE4707,,,,,,,0.0,,3802.0,74636.75,,event_impacts,0.0,0.0,
,,,3.9,,,,EQP-CDDC8A01,,,,,,,0.0,,321.0,1857.75,,event_impacts,0.0,0.0,
,,,2.5,,,,EQP-CDEDB237,,,,,,,0.0,,152.0,5020.01,,event_impacts,0.0,1.0,
,,,5.8,,,,EQP-CDF694CD,,,,,,,0.0,,586.0,4444.87,,event_impacts,0.0,0.0,
,,,183.4,,,,EQP-CE10D12B,,,,,,,0.0,,46838.0,449551.14,,event_impacts,1.0,1.0,
,,,23.5,,,,EQP-CE270AF1,,,,,,,0.0,,3487.0,45885.65,,event_impacts,0.0,0.0,
,,,3.3,,,,EQP-CE28E499,,,,,,,0.0,,573.0,2874.13,,event_impacts,0.0,0.0,
,,,87.2,,,,EQP-CE39FE9E,,,,,,,1.0,,15238.0,272911.04,,event_impacts,0.0,0.0,
,,,7.5,,,,EQP-CE3AEAAF,,,,,,,0.0,,567.0,17730.25,,event_impacts,1.0,0.0,
,,,25.1,,,,EQP-CE44D55A,,,,,,,1.0,,2570.0,85116.01,,event_impacts,0.0,1.0,
,,,7.1,,,,EQP-CE4B68D7,,,,,,,1.0,,415.0,7708.67,,event_impacts,0.0,0.0,
,,,11.0,,,,EQP-CE5A1B96,,,,,,,0.0,,206.0,10478.31,,event_impacts,0.0,0.0,
,,,1.8,,,,EQP-CE5DC30C,,,,,,,1.0,,184.0,4235.33,,event_impacts,0.0,0.0,
,,,7.6,,,,EQP-CE7F4F5B,,,,,,,0.0,,3156.0,17534.31,,event_impacts,0.0,0.0,
,,,9.3,,,,EQP-CE8AC368,,,,,,,0.0,,1282.0,36946.97,,event_impacts,0.0,0.0,
,,,0.9,,,,EQP-CE8B308A,,,,,,,0.0,,285.0,1546.19,,event_impacts,0.0,0.0,
,,,13.8,,,,EQP-CEA76DDC,,,,,,,0.0,,356.0,32272.68,,event_impacts,0.0,0.0,
,,,26.6,,,,EQP-CEB36B29,,,,,,,0.0,,3372.0,71103.05,,event_impacts,0.0,0.0,
,,,9.7,,,,EQP-CEC26430,,,,,,,0.0,,2272.0,7461.83,,event_impacts,0.0,0.0,
,,,1.2,,,,EQP-CEC39BD6,,,,,,,0.0,,36.0,1141.14,,event_impacts,0.0,0.0,
,,,4.5,,,,EQP-CED285A7,,,,,,,0.0,,552.0,3012.01,,event_impacts,0.0,0.0,
,,,5.0,,,,EQP-CED40F49,,,,,,,0.0,,210.0,9909.91,,event_impacts,0.0,1.0,
,,,3.1,,,,EQP-CED685DA,,,,,,,1.0,,289.0,7681.19,,event_impacts,1.0,0.0,
,,,2.4,,,,EQP-CEEFAD72,,,,,,,0.0,,169.0,5520.01,,event_impacts,0.0,0.0,
,,,1.3,,,,EQP-CEF51CD5,,,,,,,0.0,,577.0,1585.94,,event_impacts,0.0,0.0,
,,,11.3,,,,EQP-CEF5BDAA,,,,,,,0.0,,1115.0,23463.47,,event_impacts,0.0,0.0,
,,,6.5,,,,EQP-CEF86302,,,,,,,1.0,,2209.0,23409.42,,event_impacts,1.0,1.0,
,,,29.2,,,,EQP-CF1899ED,,,,,,,0.0,,2077.0,39185.31,,event_impacts,0.0,0.0,
,,,17.7,,,,EQP-CF342F07,,,,,,,1.0,,2073.0,20724.88,,event_impacts,0.0,0.0,
,,,7.6,,,,EQP-CF5A0003,,,,,,,1.0,,446.0,20233.58,,event_impacts,1.0,0.0,
,,,1.7,,,,EQP-CF6FFD6D,,,,,,,0.0,,164.0,5072.1,,event_impacts,0.0,0.0,
,,,1.8,,,,EQP-CF72265E,,,,,,,0.0,,28.0,3403.61,,event_impacts,0.0,0.0,
,,,3.3,,,,EQP-CF7DAC18,,,,,,,0.0,,463.0,6510.5,,event_impacts,1.0,0.0,
,,,8.5,,,,EQP-CF81951D,,,,,,,0.0,,729.0,24990.91,,event_impacts,0.0,0.0,
,,,3.1,,,,EQP-CF9EB2B5,,,,,,,0.0,,247.0,5082.37,,event_impacts,0.0,0.0,
,,,3.5,,,,EQP-CF9EBADD,,,,,,,1.0,,70.0,3943.15,,event_impacts,1.0,0.0,
,,,16.2,,,,EQP-CFB53F26,,,,,,,0.0,,2290.0,74545.87,,event_impacts,0.0,0.0,
,,,9.3,,,,EQP-CFD92609,,,,,,,0.0,,1009.0,33163.16,,event_impacts,0.0,0.0,
,,,2.5,,,,EQP-CFEEBB65,,,,,,,0.0,,207.0,5582.04,,event_impacts,0.0,0.0,
,,,75.5,,,,EQP-D0012058,,,,,,,0.0,,10726.0,81134.54,,event_impacts,0.0,0.0,
,,,29.1,,,,EQP-D0060A91,,,,,,,0.0,,4189.0,57487.4,,event_impacts,0.0,0.0,
,,,4.4,,,,EQP-D00EFF8F,,,,,,,0.0,,868.0,6192.17,,event_impacts,0.0,0.0,
,,,3.9,,,,EQP-D012450E,,,,,,,0.0,,491.0,5386.4,,event_impacts,0.0,0.0,
,,,10.0,,,,EQP-D02FFC8B,,,,,,,0.0,,679.0,14162.39,,event_impacts,0.0,0.0,
,,,19.3,,,,EQP-D049BD31,,,,,,,0.0,,273.0,20962.83,,event_impacts,0.0,1.0,
,,,4.6,,,,EQP-D0536ACE,,,,,,,0.0,,836.0,2638.59,,event_impacts,0.0,1.0,
,,,10.5,,,,EQP-D0720B46,,,,,,,0.0,,1790.0,19431.82,,event_impacts,0.0,0.0,
,,,3.1,,,,EQP-D0782C98,,,,,,,0.0,,455.0,6483.65,,event_impacts,0.0,0.0,
,,,2.4,,,,EQP-D07B1CE8,,,,,,,0.0,,67.0,1174.84,,event_impacts,0.0,0.0,
,,,1.2,,,,EQP-D0841531,,,,,,,0.0,,49.0,2286.43,,event_impacts,0.0,1.0,
,,,3.2,,,,EQP-D084B1DE,,,,,,,1.0,,242.0,3214.75,,event_impacts,0.0,0.0,
,,,2.8,,,,EQP-D094B080,,,,,,,0.0,,251.0,2430.92,,event_impacts,0.0,0.0,
,,,2.8,,,,EQP-D09DFC65,,,,,,,1.0,,365.0,6871.63,,event_impacts,0.0,0.0,
,,,1.6,,,,EQP-D0B13E1D,,,,,,,1.0,,625.0,1852.03,,event_impacts,0.0,0.0,
,,,16.7,,,,EQP-D0D0F293,,,,,,,1.0,,1975.0,30473.59,,event_impacts,1.0,0.0,
,,,5.4,,,,EQP-D0E9ED39,,,,,,,1.0,,868.0,7584.49,,event_impacts,0.0,0.0,
,,,3.1,,,,EQP-D0EBFB73,,,,,,,0.0,,426.0,5018.96,,event_impacts,0.0,0.0,
,,,57.6,,,,EQP-D0FB72E3,,,,,,,0.0,,8751.0,181800.64,,event_impacts,0.0,0.0,
,,,10.3,,,,EQP-D103A22B,,,,,,,1.0,,1437.0,28346.67,,event_impacts,1.0,0.0,
,,,10.2,,,,EQP-D10D4CF6,,,,,,,0.0,,2482.0,7126.7,,event_impacts,0.0,0.0,
,,,3.1,,,,EQP-D1170941,,,,,,,0.0,,289.0,2952.05,,event_impacts,0.0,1.0,
,,,35.4,,,,EQP-D117A933,,,,,,,0.0,,9578.0,20961.75,,event_impacts,0.0,0.0,
,,,2.6,,,,EQP-D1212820,,,,,,,1.0,,319.0,2865.41,,event_impacts,0.0,0.0,
,,,26.2,,,,EQP-D13A9680,,,,,,,0.0,,3893.0,41294.81,,event_impacts,1.0,0.0,
,,,23.9,,,,EQP-D169739B,,,,,,,0.0,,420.0,27131.46,,event_impacts,0.0,0.0,
,,,17.1,,,,EQP-D170B3EA,,,,,,,0.0,,2271.0,50970.33,,event_impacts,0.0,0.0,
,,,4.9,,,,EQP-D171DECC,,,,,,,0.0,,434.0,5375.11,,event_impacts,0.0,0.0,
,,,17.4,,,,EQP-D1763D31,,,,,,,0.0,,1365.0,38245.9,,event_impacts,0.0,0.0,
,,,17.5,,,,EQP-D1767062,,,,,,,0.0,,2282.0,24924.11,,event_impacts,0.0,1.0,
,,,4.7,,,,EQP-D18777A0,,,,,,,0.0,,742.0,3851.69,,event_impacts,0.0,0.0,
,,,13.7,,,,EQP-D1A3EB59,,,,,,,0.0,,2471.0,19775.8,,event_impacts,0.0,0.0,
,,,7.4,,,,EQP-D1AC5128,,,,,,,0.0,,600.0,10778.09,,event_impacts,0.0,1.0,
,,,26.3,,,,EQP-D1D43B8E,,,,,,,0.0,,4122.0,79718.73,,event_impacts,0.0,0.0,
,,,10.3,,,,EQP-D1F622C4,,,,,,,0.0,,1204.0,22518.05,,event_impacts,0.0,0.0,
,,,2.9,,,,EQP-D20125D2,,,,,,,0.0,,48.0,3280.33,,event_impacts,0.0,1.0,
,,,11.4,,,,EQP-D2096B53,,,,,,,0.0,,2779.0,8320.65,,event_impacts,0.0,0.0,
,,,6.7,,,,EQP-D20BEB92,,,,,,,0.0,,338.0,15948.94,,event_impacts,0.0,0.0,
,,,2.4,,,,EQP-D20DF32A,,,,,,,0.0,,325.0,3458.1,,event_impacts,0.0,0.0,
,,,8.6,,,,EQP-D216C4D0,,,,,,,0.0,,875.0,24791.23,,event_impacts,0.0,1.0,
,,,7.0,,,,EQP-D21AEAA3,,,,,,,0.0,,1576.0,14083.7,,event_impacts,1.0,1.0,
,,,34.9,,,,EQP-D226D225,,,,,,,0.0,,7954.0,16126.6,,event_impacts,0.0,1.0,
,,,3.2,,,,EQP-D227CA14,,,,,,,1.0,,340.0,4037.34,,event_impacts,1.0,0.0,
,,,0.9,,,,EQP-D2286217,,,,,,,0.0,,270.0,1692.29,,event_impacts,0.0,0.0,
,,,26.0,,,,EQP-D22E13B5,,,,,,,0.0,,2199.0,58438.3,,event_impacts,0.0,0.0,
,,,33.3,,,,EQP-D267DBF8,,,,,,,0.0,,12142.0,64943.87,,event_impacts,0.0,0.0,
,,,3.3,,,,EQP-D27986DE,,,,,,,0.0,,51.0,2480.69,,event_impacts,0.0,0.0,
,,,17.5,,,,EQP-D279F95F,,,,,,,1.0,,1704.0,31430.16,,event_impacts,0.0,0.0,
,,,23.7,,,,EQP-D288C8D7,,,,,,,0.0,,1492.0,59387.97,,event_impacts,1.0,0.0,
,,,8.6,,,,EQP-D2944C32,,,,,,,1.0,,1311.0,30242.3,,event_impacts,0.0,0.0,
,,,2.8,,,,EQP-D2B5CE3E,,,,,,,0.0,,120.0,4212.15,,event_impacts,0.0,0.0,
,,,2.6,,,,EQP-D2BE6809,,,,,,,0.0,,289.0,4262.95,,event_impacts,0.0,0.0,
,,,10.6,,,,EQP-D2C2428A,,,,,,,0.0,,4638.0,13914.28,,event_impacts,1.0,1.0,
,,,4.9,,,,EQP-D2D20C65,,,,,,,0.0,,1417.0,9512.26,,event_impacts,0.0,0.0,
,,,18.7,,,,EQP-D2D3D352,,,,,,,0.0,,244.0,26018.87,,event_impacts,0.0,0.0,
,,,3.6,,,,EQP-D2D9077D,,,,,,,0.0,,301.0,5733.97,,event_impacts,1.0,0.0,
,,,35.4,,,,EQP-D2DC50FE,,,,,,,1.0,,5232.0,65928.67,,event_impacts,0.0,0.0,
,,,19.8,,,,EQP-D2F12F4C,,,,,,,0.0,,2879.0,68936.39,,event_impacts,1.0,0.0,
,,,8.8,,,,EQP-D2FB14F9,,,,,,,0.0,,949.0,14794.13,,event_impacts,0.0,0.0,
,,,3.8,,,,EQP-D2FB791C,,,,,,,0.0,,532.0,4661.92,,event_impacts,0.0,0.0,
,,,2.6,,,,EQP-D3072D13,,,,,,,0.0,,310.0,5455.43,,event_impacts,0.0,0.0,
,,,6.4,,,,EQP-D308E2BC,,,,,,,1.0,,751.0,29568.0,,event_impacts,0.0,0.0,
,,,1.7,,,,EQP-D30A21F1,,,,,,,0.0,,173.0,4513.91,,event_impacts,0.0,0.0,
,,,10.1,,,,EQP-D30B2D50,,,,,,,0.0,,1462.0,19910.54,,event_impacts,0.0,0.0,
,,,1.1,,,,EQP-D311B74A,,,,,,,0.0,,436.0,1318.43,,event_impacts,0.0,1.0,
,,,2.5,,,,EQP-D331AB3E,,,,,,,1.0,,322.0,6381.05,,event_impacts,0.0,1.0,
,,,19.9,,,,EQP-D332C59A,,,,,,,0.0,,1494.0,46677.89,,event_impacts,1.0,0.0,
,,,3.8,,,,EQP-D332E155,,,,,,,0.0,,317.0,6297.12,,event_impacts,0.0,0.0,
,,,1.3,,,,EQP-D333E41E,,,,,,,0.0,,117.0,1275.14,,event_impacts,0.0,0.0,
,,,9.1,,,,EQP-D33656FD,,,,,,,0.0,,4279.0,20332.11,,event_impacts,0.0,0.0,
,,,7.0,,,,EQP-D36B648B,,,,,,,0.0,,951.0,7654.54,,event_impacts,0.0,0.0,
,,,20.8,,,,EQP-D3714146,,,,,,,0.0,,2054.0,27427.58,,event_impacts,0.0,0.0,
,,,10.0,,,,EQP-D37BE2D6,,,,,,,0.0,,2202.0,8415.12,,event_impacts,0.0,0.0,
,,,23.6,,,,EQP-D3886B28,,,,,,,0.0,,2692.0,47820.64,,event_impacts,1.0,1.0,
,,,6.0,,,,EQP-D3921568,,,,,,,0.0,,1415.0,13417.16,,event_impacts,0.0,0.0,
,,,9.2,,,,EQP-D3A01875,,,,,,,0.0,,1428.0,39040.97,,event_impacts,1.0,0.0,
,,,10.4,,,,EQP-D3B1B271,,,,,,,1.0,,990.0,17552.97,,event_impacts,1.0,0.0,
,,,4.6,,,,EQP-D3B1CBB2,,,,,,,0.0,,682.0,2477.2,,event_impacts,0.0,0.0,
,,,1.7,,,,EQP-D3B417BC,,,,,,,1.0,,175.0,6937.59,,event_impacts,0.0,0.0,
,,,6.3,,,,EQP-D3D4A37E,,,,,,,0.0,,1091.0,28043.51,,event_impacts,0.0,1.0,
,,,1.8,,,,EQP-D3D5076D,,,,,,,1.0,,199.0,6669.11,,event_impacts,0.0,1.0,
,,,17.3,,,,EQP-D3D8F239,,,,,,,1.0,,501.0,47620.25,,event_impacts,1.0,1.0,
,,,2.0,,,,EQP-D3DFCCB9,,,,,,,0.0,,162.0,1984.35,,event_impacts,0.0,0.0,
,,,4.0,,,,EQP-D42096A2,,,,,,,0.0,,745.0,9419.22,,event_impacts,0.0,0.0,
,,,99.9,,,,EQP-D43A7E38,,,,,,,1.0,,12553.0,145605.97,,event_impacts,1.0,0.0,
,,,2.0,,,,EQP-D43C3847,,,,,,,0.0,,980.0,1633.8,,event_impacts,0.0,0.0,
,,,2.4,,,,EQP-D43D3B54,,,,,,,0.0,,1042.0,8342.62,,event_impacts,1.0,0.0,
,,,4.5,,,,EQP-D44E1739,,,,,,,0.0,,582.0,17676.03,,event_impacts,0.0,0.0,
,,,1.1,,,,EQP-D45AD618,,,,,,,0.0,,470.0,1274.76,,event_impacts,0.0,0.0,
,,,6.6,,,,EQP-D4720006,,,,,,,0.0,,799.0,18574.7,,event_impacts,0.0,0.0,
,,,7.4,,,,EQP-D4724ADD,,,,,,,1.0,,693.0,13249.95,,event_impacts,0.0,0.0,
,,,3.3,,,,EQP-D486B1EE,,,,,,,0.0,,386.0,4096.54,,event_impacts,0.0,0.0,
,,,108.6,,,,EQP-D48F5A51,,,,,,,0.0,,15460.0,168829.32,,event_impacts,0.0,0.0,
,,,9.2,,,,EQP-D492A7CF,,,,,,,0.0,,1518.0,29354.68,,event_impacts,1.0,0.0,
,,,68.9,,,,EQP-D49F6717,,,,,,,0.0,,19569.0,116915.97,,event_impacts,0.0,0.0,
,,,14.4,,,,EQP-D4A1C300,,,,,,,1.0,,1649.0,71854.98,,event_impacts,0.0,0.0,
,,,2.8,,,,EQP-D4AC458A,,,,,,,0.0,,210.0,2739.57,,event_impacts,0.0,0.0,
,,,2.4,,,,EQP-D4BFBEB2,,,,,,,0.0,,237.0,1571.08,,event_impacts,0.0,0.0,
,,,5.2,,,,EQP-D4D40BA0,,,,,,,1.0,,84.0,4051.14,,event_impacts,1.0,0.0,
,,,17.2,,,,EQP-D4F557D5,,,,,,,0.0,,1103.0,55094.81,,event_impacts,1.0,0.0,
,,,5.7,,,,EQP-D51217C5,,,,,,,0.0,,2283.0,7084.97,,event_impacts,0.0,0.0,
,,,3.0,,,,EQP-D524DB87,,,,,,,0.0,,232.0,4570.2,,event_impacts,0.0,0.0,
,,,3.6,,,,EQP-D52CDAB9,,,,,,,0.0,,1488.0,5373.59,,event_impacts,1.0,0.0,
,,,9.7,,,,EQP-D52D5CE8,,,,,,,1.0,,408.0,26457.73,,event_impacts,1.0,0.0,
,,,9.3,,,,EQP-D53D8BA2,,,,,,,0.0,,738.0,25295.64,,event_impacts,0.0,0.0,
,,,10.6,,,,EQP-D570D109,,,,,,,0.0,,359.0,40774.65,,event_impacts,0.0,0.0,
,,,1.8,,,,EQP-D5921EDA,,,,,,,0.0,,64.0,4736.28,,event_impacts,0.0,0.0,
,,,17.1,,,,EQP-D5A155D6,,,,,,,0.0,,1808.0,38600.64,,event_impacts,0.0,0.0,
,,,7.5,,,,EQP-D5A24DF8,,,,,,,0.0,,762.0,14652.38,,event_impacts,0.0,0.0,
,,,2.2,,,,EQP-D5AE7492,,,,,,,0.0,,319.0,4729.43,,event_impacts,1.0,0.0,
,,,4.5,,,,EQP-D5C6E2BD,,,,,,,0.0,,477.0,5415.51,,event_impacts,0.0,0.0,
,,,45.8,,,,EQP-D5CC9514,,,,,,,0.0,,4539.0,111132.48,,event_impacts,1.0,0.0,
,,,4.1,,,,EQP-D5D3DDFA,,,,,,,0.0,,583.0,19565.14,,event_impacts,0.0,0.0,
,,,8.3,,,,EQP-D5DB1751,,,,,,,0.0,,791.0,12479.3,,event_impacts,1.0,0.0,
,,,7.0,,,,EQP-D5E3C354,,,,,,,0.0,,3252.0,23002.14,,event_impacts,0.0,1.0,
,,,24.2,,,,EQP-D6036265,,,,,,,1.0,,3088.0,86568.7,,event_impacts,0.0,0.0,
,,,1.9,,,,EQP-D60BFAD7,,,,,,,0.0,,178.0,3418.29,,event_impacts,0.0,0.0,
